"","id","scrape_id","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","calendar_updated","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","license","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month"
"824",18558088,20191121092348,128833537,"Faber",2017-05-04,"88%","N/A",TRUE,NA,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Central",NA,"Bristol","England","BS1 4SY","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.45475,-2.59724,FALSE,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",NA,"$103.00",NA,NA,"$150.00","$35.00",2,"$25.00",2,1125,2,2,1125,1125,2,1125,"today",TRUE,14,44,56,56,2019-11-21,41,23,2017-06-04,2019-10-30,97,9,10,8,10,10,9,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,1,1,0,0,1.37
"825",18565235,20191121092348,52536,"Charli",2009-11-09,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Easton",NA,"Bristol","England","BS5","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46873,-2.55754,TRUE,"House","Entire home/apt",8,1.5,5,7,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",NA,"$500.00",NA,NA,"$250.00","$40.00",1,"$0.00",1,11,1,1,11,11,1,11,"4 months ago",TRUE,0,0,0,251,2019-11-21,9,5,2017-05-21,2019-07-21,98,9,10,10,10,9,9,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,1,1,0,0,0.3
"826",18565778,20191121092348,93259053,"Botond",2016-09-03,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Hotwells & Harbourside",NA,"Bristol","England","BS1 5JE","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44965,-2.60397,FALSE,"Apartment","Private room",2,1,1,1,"Real Bed","{Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Room-darkening shades""}",NA,"$37.00",NA,NA,NA,NA,1,"$15.00",1,14,1,1,14,14,1,14,"31 months ago",TRUE,0,0,0,0,2019-11-21,3,0,2017-05-14,2017-05-28,100,10,10,10,10,10,10,FALSE,NA,NA,TRUE,FALSE,"flexible",FALSE,FALSE,1,0,1,0,0.1
"827",18567448,20191121092348,12598343,"Nuria",2014-02-26,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Ashley",NA,"Bristol","England","BS2 8UQ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46493,-2.58699,TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{""Cable TV"",Wifi,""Smoking allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",NA,"$110.00",NA,NA,"$150.00","$50.00",3,"$50.00",8,10,8,8,10,10,8,10,"24 months ago",TRUE,0,0,0,0,2019-11-21,1,0,2017-06-04,2017-06-04,80,6,6,8,8,8,6,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,1,1,0,0,0.03
"828",18632760,20191121092348,129435550,"Jo-An",2017-05-08,"100%","N/A",FALSE,NA,1,1,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"St George Troopers Hill",NA,"Bristol","England","BS15 3AU","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44688,-2.53471,FALSE,"Apartment","Entire home/apt",4,1.5,1,1,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",Other,Waterfront,""Handheld shower head"",""Shower chair""}",NA,"$65.00",NA,NA,"$150.00","$10.00",1,"$25.00",1,1125,1,1,1125,1125,1,1125,"2 weeks ago",TRUE,2,27,57,330,2019-11-21,74,26,2017-05-20,2019-10-09,92,9,9,10,10,10,9,FALSE,NA,NA,TRUE,FALSE,"flexible",FALSE,FALSE,1,1,0,0,2.42
"829",18670106,20191121092348,89557757,"Dan",2016-08-12,"N/A","N/A",FALSE,NA,1,1,"['phone', 'facebook']",TRUE,FALSE,"Bedminster , Bristol, United Kingdom",NA,"Bedminster",NA,"Bedminster","Bristol","BS3 2BN","Bristol","Bedminster , United Kingdom","GB","United Kingdom",51.44311,-2.62354,FALSE,"Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,Bathtub,""Game console""}",NA,"$70.00",NA,NA,NA,NA,1,"$0.00",2,10,2,2,10,10,2,10,"30 months ago",TRUE,0,0,0,0,2019-11-21,2,0,2017-05-11,2017-05-14,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,"moderate",FALSE,FALSE,1,1,0,0,0.06
"830",18696097,20191121092348,125651447,"Your",2017-04-13,"94%","N/A",FALSE,NA,107,107,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",TRUE,FALSE,"Bristol, United Kingdom",NA,"Brislington West",NA,"Bristol",NA,"BS4 3HJ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.43858,-2.56126,FALSE,"Serviced apartment","Hotel room",4,1,1,2,"Real Bed","{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",NA,"$70.00",NA,NA,NA,"$24.00",2,"$14.00",2,640,2,2,640,640,2,640,"a week ago",TRUE,0,0,0,0,2019-11-21,11,1,2017-10-08,2019-02-10,100,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,106,39,0,0,0.43
"831",18710590,20191121092348,130091006,"Nicki",2017-05-13,"100%","N/A",TRUE,NA,1,1,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Frome Vale",NA,"Bristol","England","BS16 3SQ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.47943,-2.52684,TRUE,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","{TV,Breakfast,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Single level home"",""Patio or balcony"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed""}",NA,"$40.00",NA,NA,"$0.00","$12.00",1,"$0.00",1,1125,1,1,1125,1125,1,1125,"6 days ago",TRUE,13,36,49,49,2019-11-21,191,83,2017-05-26,2019-11-17,96,10,10,10,10,10,10,FALSE,NA,NA,TRUE,FALSE,"moderate",FALSE,FALSE,1,1,0,0,6.3
"832",18728068,20191121092348,114846603,"Adam",2017-02-04,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Ashley",NA,"Bristol","England","BS2 8ST","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46021,-2.5857,FALSE,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you""}",NA,"$100.00",NA,NA,"$100.00","$10.00",1,"$0.00",1,1125,1,1,1125,1125,1,1125,"19 months ago",TRUE,0,0,0,0,2019-11-21,3,0,2018-01-27,2018-02-16,80,10,10,8,5,10,8,FALSE,NA,NA,FALSE,FALSE,"flexible",FALSE,FALSE,1,0,1,0,0.14
"833",18735148,20191121092348,44824079,"Mariana",2015-09-22,"100%","N/A",TRUE,NA,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",TRUE,TRUE,"<U+0411><U+0440><U+0438><U+0441><U+0442><U+043E><U+043B><U+044C>, England, United Kingdom",NA,"Southville",NA,"<U+0411><U+0440><U+0438><U+0441><U+0442><U+043E><U+043B><U+044C>","England","BS3 4DG","Bristol","<U+0411><U+0440><U+0438><U+0441><U+0442><U+043E><U+043B><U+044C>, United Kingdom","GB","United Kingdom",51.44048,-2.59623,FALSE,"Apartment","Private room",1,1,1,1,"Real Bed","{Wifi,Heating,Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water""}",NA,"$30.00",NA,NA,NA,NA,1,"$0.00",3,5,3,3,5,5,3,5,"a week ago",TRUE,6,16,40,40,2019-11-21,18,11,2017-05-26,2019-10-04,100,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,1,0,1,0,0.59
"834",18735202,20191121092348,130314773,"Meg",2017-05-14,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Ashley",NA,"Bristol","England","BS6 5DS","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.47171,-2.58395,TRUE,"Apartment","Private room",1,1,0,1,"Real Bed","{Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",NA,"$18.00",NA,NA,NA,NA,1,"$0.00",21,56,21,21,56,56,21,56,"31 months ago",TRUE,0,0,0,0,2019-11-21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,"flexible",FALSE,FALSE,1,0,1,0,NA
"835",18740915,20191121092348,25758986,"Tom",2015-01-07,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Horfield",NA,"Bristol","England","BS7 8SE","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.4876,-2.58891,TRUE,"Townhouse","Entire home/apt",5,2,3,4,"Real Bed","{TV,Wifi,Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water""}",NA,"$80.00",NA,NA,"$100.00","$30.00",1,"$0.00",2,1125,2,2,1125,1125,2,1125,"18 months ago",TRUE,0,0,0,0,2019-11-21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,"flexible",FALSE,FALSE,1,1,0,0,NA
"836",18752694,20191121092348,13019736,"Jody",2014-03-11,"100%","N/A",TRUE,NA,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Southmead",NA,"Bristol","England","BS10","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.50398,-2.58863,TRUE,"House","Private room",1,1,1,1,"Real Bed","{Wifi,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Host greets you"",""Shower chair""}",NA,"$25.00",NA,NA,"$0.00","$0.00",1,"$0.00",1,4,1,1,4,4,1,4,"a week ago",TRUE,20,39,69,69,2019-11-21,163,63,2017-06-15,2019-11-15,96,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,2,0,2,0,5.49
"837",18764170,20191121092348,130561716,"Charlie",2017-05-16,"N/A","N/A",FALSE,NA,1,1,"['phone', 'reviews']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Clifton",NA,"Bristol","England","BS8","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.45387,-2.62185,TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",NA,"$60.00",NA,NA,NA,NA,1,"$0.00",2,3,2,2,3,3,2,3,"28 months ago",TRUE,0,0,0,0,2019-11-21,4,0,2017-05-28,2017-08-27,100,10,10,10,10,10,10,FALSE,NA,NA,TRUE,FALSE,"flexible",FALSE,FALSE,1,1,0,0,0.13
"838",18784007,20191121092348,54340847,"Josie",2016-01-12,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Ashley",NA,"Bristol","England","BS2 9YP","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.47376,-2.5783,FALSE,"Apartment","Entire home/apt",5,2,3,4,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",NA,"$65.00",NA,NA,NA,"$10.00",1,"$0.00",1,31,1,1,31,31,1,31,"28 months ago",TRUE,0,0,0,0,2019-11-21,20,0,2017-07-01,2017-08-22,100,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"flexible",FALSE,FALSE,1,1,0,0,0.69
"839",18784940,20191121092348,130737851,"Pete",2017-05-17,"90%","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Clifton Down",NA,"Bristol","England","BS8 2BJ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46025,-2.61023,TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",NA,"$80.00",NA,NA,"$80.00","$35.00",2,"$20.00",2,1125,2,2,1125,1125,2,1125,"a week ago",TRUE,0,0,0,242,2019-11-21,93,42,2017-06-12,2019-08-11,93,10,9,10,10,10,9,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,2,2,0,0,3.12
"840",18785170,20191121092348,13929305,"Sam",2014-04-05,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Hotwells & Harbourside",NA,"Bristol","England","BS1 5LN","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44915,-2.60389,FALSE,"Apartment","Private room",4,2,1,1,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Flat path to guest entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you"",Waterfront}",NA,"$60.00",NA,NA,NA,"$10.00",1,"$25.00",1,365,1,1,365,365,1,365,"18 months ago",TRUE,0,0,0,0,2019-11-21,15,0,2017-05-21,2017-11-05,97,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,1,0,1,0,0.49
"841",18815708,20191121092348,105529992,"Vee",2016-11-29,"100%","N/A",FALSE,NA,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Central",NA,"Bristol","England","BS1 4EF","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.45276,-2.59563,TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Paid parking on premises""}",NA,"$75.00",NA,NA,"$0.00","$25.00",2,"$20.00",1,1125,1,3,1125,1125,1,1125,"today",TRUE,10,37,67,307,2019-11-21,87,18,2017-05-29,2019-08-29,92,9,9,9,10,10,9,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,4,4,0,0,2.88
"842",18816073,20191121092348,105529992,"Vee",2016-11-29,"100%","N/A",FALSE,NA,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Central",NA,"Bristol","England","BS1 4EF","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.45111,-2.59336,TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Cooking basics"",Oven,""Luggage dropoff allowed""}",NA,"$75.00",NA,NA,"$0.00","$25.00",2,"$20.00",1,1125,1,3,1125,1125,1,1125,"a week ago",TRUE,0,0,0,203,2019-11-21,82,11,2017-05-29,2019-07-21,93,10,9,10,10,10,9,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,4,4,0,0,2.71
"843",18835795,20191121092348,45933820,"Helen",2015-10-06,"100%","N/A",TRUE,NA,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Windmill Hill",NA,"Bristol","England","BS3 4QF","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.43991,-2.58924,TRUE,"House","Private room",2,1,1,1,"Real Bed","{Wifi,""Free street parking"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Refrigerator}",NA,"$35.00",NA,NA,"$100.00","$0.00",1,"$10.00",2,1125,2,2,1125,1125,2,1125,"a week ago",TRUE,3,16,20,266,2019-11-21,69,34,2017-05-29,2019-11-18,99,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,1,0,1,0,2.28
"844",18836462,20191121092348,6401459,"Daniel",2013-05-15,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,TRUE,"Bristol, England, United Kingdom",NA,"Bishopsworth",NA,"Bristol","England","BS13 7QL","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.4222,-2.60592,FALSE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Host greets you""}",NA,"$69.00",NA,NA,NA,"$10.00",2,"$15.00",1,1125,1,1,1125,1125,1,1125,"5 months ago",TRUE,0,0,0,0,2019-11-21,85,11,2017-05-28,2019-06-30,96,10,10,10,10,9,9,FALSE,NA,NA,TRUE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,1,1,0,0,2.81
"845",18845063,20191121092348,118350901,"Alison",2017-02-27,"98%","N/A",FALSE,NA,8,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Hotwells & Harbourside",NA,"Bristol","England","BS3 1AX","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44705,-2.60332,TRUE,"Bed and breakfast","Hotel room",5,2.5,1,4,"Real Bed","{TV,Wifi,Kitchen,Breakfast,""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",Crib,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",NA,"$87.00",NA,NA,"$0.00","$0.00",5,"$10.00",1,49,1,2,49,49,1,49,"3 days ago",TRUE,24,52,82,356,2019-11-21,138,53,2017-08-05,2019-11-02,94,10,9,10,10,10,9,FALSE,NA,NA,TRUE,FALSE,"moderate",FALSE,FALSE,7,0,1,0,4.93
"846",18846306,20191121092348,69822847,"Dave",2016-05-01,"100%","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'google', 'reviews']",TRUE,FALSE,"City of Bristol, England, United Kingdom",NA,"Central",NA,"City of Bristol","England","BS1 6JT","Bristol","City of Bristol, United Kingdom","GB","United Kingdom",51.45305,-2.59006,TRUE,"Apartment","Entire home/apt",4,2,2,3,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection""}",NA,"$95.00",NA,NA,"$0.00","$0.00",1,"$10.00",3,7,3,3,7,7,3,7,"2 weeks ago",TRUE,0,0,0,0,2019-11-21,31,2,2017-06-04,2019-09-23,99,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,1,1,0,0,1.03
"847",18850406,20191121092348,25577927,"Lucie",2015-01-04,"N/A","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Southville",NA,"Bristol","England","BS3 1RF","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44643,-2.60938,TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Refrigerator,Dishwasher,""Patio or balcony"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you""}",NA,"$40.00",NA,NA,"$0.00","$15.00",1,"$25.00",2,5,2,2,5,5,2,5,"30 months ago",TRUE,0,0,0,0,2019-11-21,4,0,2017-07-30,2017-08-20,87,8,8,8,9,10,8,FALSE,NA,NA,FALSE,FALSE,"flexible",FALSE,FALSE,1,1,0,0,0.14
